Year,Exports,Imports
2000,0,1722
2001,0,1870
2002,0,1927
2003,0,1890
2004,0,2022
2005,8,2080
2006,0,2020
2007,0,1996
2008,0,1686
2009,2,1607
2010,0,1626
2011,2,1668
2012,1,1649
2013,0,1671
2014,0,1673
2015,5,1584
