Year,Exports,Imports
2000,44687,29387
2001,36133,20493
2002,34458,20638
2003,33504,15869
2004,32218,28528
2005,36746,21298
2006,32614,13979
2007,19917,22999
2008,26962,20809
2009,18510,20349
2010,18813,21184
2011,17938,20841
2012,13299,21394
2013,23749,21082
2014,30965,19072
2015,33804,19520
