Year,Exports,Imports
2000,17012,142341
2001,21390,156708
2002,28621,155731
2003,25602,174634
2004,25830,176785
2005,21030,188989
2006,25539,215943
2007,35452,218095
2008,27811,206204
2009,35683,196401
2010,36312,207015
2011,44754,213800
2012,41963,184810
2013,42273,179429
2014,39676,186623
2015,45948,193619
