Year,Exports,Imports
2000,0,23
2001,0,19
2002,0,17
2003,0,16
2004,0,17
2005,0,29
2006,0,28
2007,0,28
2008,0,53
2009,0,36
2010,2,33
2011,3,35
2012,8,31
2013,7,26
2014,8,44
2015,6,37
