Year,Exports,Imports
2000,25085,39965
2001,26579,39868
2002,31115,46761
2003,41583,61680
2004,45665,64652
2005,50430,69668
2006,60880,80857
2007,62740,83687
2008,65817,87091
2009,56486,72444
2010,56768,75543
2011,61614,83064
2012,50231,67983
2013,48743,61641
2014,47086,64644
2015,43418,57351
