Year,Exports,Imports
2000,0,332
2001,0,251
2002,0,200
2003,0,190
2004,0,182
2005,1,173
2006,0,181
2007,0,194
2008,0,239
2009,0,206
2010,0,194
2011,0,185
2012,0,171
2013,0,161
2014,0,171
2015,0,378
