Year,Exports,Imports
2000,91943,431315
2001,84371,458071
2002,84556,464906
2003,80885,491978
2004,87107,505386
2005,94245,519616
2006,102842,533903
2007,97072,542402
2008,90627,535893
2009,93995,550377
2010,91557,561883
2011,82793,573963
2012,78489,557518
2013,85965,563107
2014,90553,599726
2015,97567,613830
