Year,Exports,Imports
2000,1534,4498
2001,1795,5377
2002,1971,6720
2003,2561,7352
2004,2693,7807
2005,511,7740
2006,547,7946
2007,300,7944
2008,360,8509
2009,3156,9156
2010,3528,7972
2011,3031,8640
2012,3929,7439
2013,4881,8101
2014,4575,8014
2015,5749,9990
